Track_ID,Start_Junction,End_Junction,Track_Length,Max_Capacity,Signal_Positions,Halt_Positions,Track_Type,Electrified,Max_Speed_Limit
TK0121,JN0331,JN0932,13.56,5,[11.08],[],Loop,No,140
TK0122,JN0908,JN0749,53.15,1,"[48.28, 26.72]",[34.88],Single Line,Yes,100
TK0123,JN0637,JN0788,319.07,1,"[71.05, 36.03, 217.67, 140.62, 254.17, 274.86, 269.93, 99.87, 161.3, 207.44, 102.73, 13.11, 158.15, 4.09, 303.32]","[254.2, 61.26, 91.75, 313.59, 119.19, 250.06]",Single Line,Yes,160
TK0124,JN0406,JN0777,150.72,5,"[112.51, 139.81, 97.5, 146.25, 51.95, 52.74, 81.84]","[57.8, 0.21, 110.29]",Double Line,No,140
TK0125,JN0447,JN0574,263.53,5,"[197.61, 46.75, 3.55, 110.04, 175.42, 133.51, 234.67, 114.37, 81.96, 241.41, 107.21, 71.06, 25.74]","[209.06, 217.44, 8.78, 94.52, 197.62]",Double Line,No,160
TK0126,JN0353,JN0203,199.89,6,"[11.34, 117.55, 151.18, 82.62, 84.0, 17.65, 40.37, 30.92, 96.29]","[105.79, 189.69, 14.64]",Double Line,Yes,160
TK0127,JN0571,JN0696,368.64,7,"[15.03, 247.82, 127.24, 6.48, 92.67, 114.03, 227.39, 63.62, 152.27, 177.86, 169.29, 359.03, 16.77, 350.56, 214.52, 293.34, 158.66, 167.3]","[324.15, 330.28, 87.99, 73.45, 182.93, 331.88, 118.83]",Double Line,Yes,100
TK0128,JN0946,JN0267,284.14,2,"[184.82, 271.72, 217.32, 115.15, 212.62, 269.85, 141.9, 116.64, 22.17, 253.56, 70.02, 18.17, 152.64, 240.36]","[115.54, 222.5, 237.66, 129.12, 167.92]",Yard Track,Yes,100
TK0129,JN0682,JN0406,342.94,4,"[106.39, 24.32, 171.44, 299.7, 112.09, 43.99, 23.47, 153.46, 56.25, 118.69, 281.2, 131.7, 209.15, 172.21, 246.41, 53.55, 315.65]","[220.72, 92.92, 42.27, 51.35, 268.4, 201.68]",Junction Track,Yes,140
TK0130,JN0462,JN0231,438.01,5,"[74.15, 319.5, 104.06, 150.01, 248.54, 124.82, 165.56, 357.25, 78.5, 36.0, 143.82, 185.88, 237.69, 163.12, 345.99, 17.22, 189.12, 167.43, 283.64, 423.24, 223.55]","[432.26, 132.39, 13.52, 72.56, 173.07, 138.56, 42.51, 189.51]",Loop,Yes,80
TK0131,JN0584,JN0270,443.79,5,"[209.0, 355.4, 204.45, 27.89, 401.87, 241.78, 410.28, 254.0, 30.9, 245.36, 255.5, 95.12, 209.04, 203.89, 276.42, 115.21, 258.17, 106.93, 198.13, 54.46, 16.55, 142.27]","[121.85, 180.59, 426.91, 231.76, 245.49, 417.87, 408.79, 392.36]",Double Line,Yes,80
TK0132,JN0888,JN0803,207.62,5,"[3.63, 202.17, 98.04, 81.72, 82.0, 88.06, 50.28, 67.96, 204.58, 76.44]","[109.36, 176.13, 109.51, 67.36]",Double Line,Yes,80
TK0133,JN0731,JN0441,482.03,8,"[349.8, 35.97, 194.21, 1.23, 246.41, 93.13, 418.47, 50.29, 0.69, 217.46, 74.92, 355.73, 443.43, 20.22, 190.68, 480.49, 353.17, 459.46, 79.09, 106.71, 74.62, 145.75, 349.17, 79.51]","[252.69, 129.77, 399.69, 3.18, 107.55, 291.74, 46.62, 224.77, 210.26]",Double Line,No,80
TK0134,JN0949,JN0107,403.61,2,"[263.72, 210.68, 245.36, 154.36, 398.55, 284.55, 117.45, 23.31, 18.05, 82.7, 94.01, 167.52, 86.71, 254.64, 85.26, 75.83, 190.2, 358.67, 189.01, 167.03]","[233.32, 103.81, 142.65, 86.31, 230.79, 281.47, 271.91, 102.85]",Junction Track,No,120
TK0135,JN0323,JN0332,244.24,3,"[34.68, 158.29, 210.8, 71.6, 109.96, 55.76, 88.24, 5.37, 232.95, 101.58, 192.68, 34.84]","[198.41, 210.08, 174.75, 220.6]",Loop,Yes,100
TK0136,JN0921,JN0337,488.41,5,"[105.35, 85.79, 123.75, 435.44, 459.61, 278.21, 244.88, 295.68, 301.01, 83.18, 335.25, 220.93, 252.69, 14.81, 373.42, 408.03, 302.53, 365.68, 255.3, 302.01, 192.71, 386.76, 228.71, 332.22]","[303.51, 343.02, 383.51, 250.41, 397.11, 242.87, 467.23, 367.61, 83.59]",Loop,No,140
TK0137,JN0171,JN0576,360.82,5,"[97.01, 87.96, 107.2, 208.26, 196.53, 177.31, 258.9, 114.21, 282.18, 63.26, 282.38, 239.51, 246.51, 173.75, 240.66, 28.79, 307.25, 20.04]","[53.67, 208.11, 266.79, 27.51, 332.23, 351.29, 218.64]",Junction Track,Yes,160
TK0138,JN0015,JN0560,249.17,5,"[80.7, 230.93, 113.46, 66.25, 101.72, 172.44, 210.78, 88.85, 57.96, 156.1, 229.54, 45.67]","[200.09, 118.75, 199.21, 125.96]",Loop,Yes,140
TK0139,JN0285,JN0684,163.52,3,"[140.5, 149.95, 81.83, 89.2, 136.22, 87.91, 84.52, 148.0]","[129.17, 148.66, 35.69]",Yard Track,Yes,100
TK0140,JN0780,JN0013,439.08,1,"[354.83, 268.71, 84.85, 207.84, 299.41, 278.31, 187.59, 394.89, 228.0, 222.11, 27.33, 404.88, 77.77, 231.98, 352.83, 94.6, 231.56, 105.68, 333.56, 247.79, 375.84]","[392.78, 284.84, 318.5, 241.15, 168.79, 284.57, 398.81, 182.95]",Single Line,Yes,120
TK0141,JN0643,JN0023,41.41,1,"[15.05, 12.06]",[],Single Line,Yes,160
TK0142,JN0649,JN0886,429.49,5,"[250.65, 18.29, 416.27, 303.16, 144.29, 63.2, 61.6, 72.04, 19.57, 387.46, 232.25, 300.62, 355.66, 339.96, 379.07, 415.42, 188.57, 408.16, 310.64, 30.35, 292.82]","[294.93, 389.05, 160.17, 251.21, 5.23, 142.62, 26.73, 224.14]",Loop,No,160
TK0143,JN0524,JN0252,257.94,8,"[20.17, 31.37, 199.47, 17.48, 234.17, 72.65, 231.86, 199.52, 224.72, 55.21, 153.66, 24.14]","[52.18, 79.94, 191.09, 6.37, 232.95]",Double Line,Yes,160
TK0144,JN0016,JN0990,191.1,1,"[55.49, 86.82, 132.67, 158.98, 80.52, 170.54, 22.55, 135.43, 66.54]","[19.37, 73.89, 168.21]",Single Line,No,100
TK0145,JN0728,JN0831,257.28,2,"[76.43, 54.99, 171.58, 172.46, 231.84, 4.1, 219.47, 134.04, 159.85, 23.51, 111.3, 58.48]","[65.41, 129.69, 209.03, 191.36, 152.05]",Single Line,Yes,160
TK0146,JN0316,JN0322,130.71,7,"[44.62, 104.12, 111.31, 81.46, 45.43, 80.92]","[76.4, 79.28]",Double Line,Yes,160
TK0147,JN0540,JN0589,186.81,4,"[83.89, 66.47, 127.45, 180.54, 67.81, 11.62, 167.68, 7.09, 177.99]","[124.15, 175.92, 37.3]",Yard Track,Yes,120
TK0148,JN0878,JN0594,479.04,3,"[297.23, 380.68, 426.15, 224.34, 429.94, 243.28, 329.69, 468.99, 113.03, 80.73, 163.84, 78.75, 136.13, 355.92, 228.75, 179.66, 176.63, 93.19, 214.33, 299.23, 66.66, 466.02, 212.35]","[454.11, 64.51, 367.53, 295.87, 392.84, 287.75, 461.24, 300.33, 375.86]",Yard Track,No,100
TK0149,JN1000,JN0908,427.97,1,"[86.49, 380.73, 390.18, 260.16, 327.9, 316.67, 283.24, 354.05, 293.34, 228.54, 101.41, 318.36, 202.62, 126.16, 343.21, 298.18, 401.16, 70.8, 277.84, 104.53, 386.71]","[42.58, 280.82, 338.56, 151.9, 408.35, 364.09, 126.09, 3.23]",Single Line,Yes,160
TK0150,JN0098,JN0241,39.87,4,[4.14],[],Yard Track,Yes,80
TK0151,JN0156,JN0352,327.36,3,"[216.45, 230.29, 44.77, 266.13, 222.13, 291.05, 147.09, 292.62, 283.42, 143.52, 124.77, 305.36, 234.12, 303.87, 260.9, 199.46]","[37.93, 95.42, 317.16, 104.57, 30.53, 231.62]",Junction Track,No,80
TK0152,JN0493,JN0738,169.64,2,"[53.79, 144.83, 136.15, 112.2, 55.11, 87.59, 75.46, 57.49]","[143.87, 82.02, 141.26]",Junction Track,Yes,120
TK0153,JN0733,JN0634,257.34,1,"[47.51, 195.58, 53.21, 178.96, 46.63, 23.43, 64.62, 73.32, 166.55, 41.4, 239.4, 142.66]","[126.33, 111.86, 145.81, 5.78, 254.78]",Single Line,Yes,160
TK0154,JN0120,JN0428,221.35,2,"[7.29, 179.84, 124.36, 120.88, 212.02, 165.49, 188.18, 78.36, 122.71, 136.22, 71.18]","[126.23, 52.38, 31.74, 82.78]",Single Line,No,140
TK0155,JN0705,JN0912,472.73,2,"[427.57, 268.8, 368.89, 375.56, 121.25, 250.16, 454.05, 42.37, 322.9, 454.89, 142.09, 407.23, 441.37, 353.17, 109.36, 157.89, 16.93, 393.05, 401.64, 299.1, 166.65, 36.31, 355.99]","[343.45, 431.41, 345.34, 391.75, 352.63, 298.14, 201.84, 426.46, 307.73]",Single Line,Yes,100
TK0156,JN0606,JN0575,274.14,6,"[32.9, 205.84, 61.08, 272.58, 46.01, 216.24, 193.28, 88.31, 90.67, 154.49, 233.67, 105.87, 16.77]","[102.65, 56.83, 257.48, 191.15, 13.94]",Double Line,Yes,160
TK0157,JN0549,JN0246,453.62,3,"[270.56, 288.64, 385.24, 303.87, 332.47, 106.22, 168.41, 66.82, 229.42, 206.73, 452.33, 277.25, 356.74, 151.51, 377.2, 279.01, 316.17, 133.56, 248.87, 287.61, 267.22, 415.15]","[407.47, 440.45, 302.76, 440.88, 377.63, 122.85, 193.89, 108.14, 1.9]",Loop,Yes,160
TK0158,JN0944,JN0333,215.64,8,"[150.65, 80.42, 103.4, 42.49, 146.69, 47.75, 0.27, 201.36, 65.99, 42.4]","[57.82, 71.26, 102.33, 14.95]",Double Line,Yes,140
TK0159,JN0839,JN0069,63.23,9,"[17.96, 1.65, 56.01]",[56.03],Double Line,Yes,100
TK0160,JN0977,JN0237,317.22,3,"[166.18, 163.21, 148.49, 234.91, 264.09, 238.17, 45.64, 197.33, 25.48, 220.35, 121.13, 42.03, 273.46, 194.78, 112.53]","[9.75, 170.45, 292.87, 189.19, 308.23, 43.29]",Junction Track,Yes,120
TK0161,JN0959,JN0591,50.08,8,"[36.49, 38.12]",[38.6],Double Line,Yes,140
TK0162,JN0043,JN0946,265.35,9,"[142.1, 82.93, 59.81, 134.21, 160.82, 2.59, 207.02, 217.55, 256.19, 47.93, 157.76, 113.2, 88.85]","[150.09, 207.6, 6.12, 257.23, 214.9]",Double Line,No,80
TK0163,JN0847,JN0900,377.05,4,"[247.64, 303.0, 240.61, 24.44, 129.02, 373.02, 74.09, 221.23, 317.83, 221.16, 140.37, 30.25, 136.37, 68.65, 362.3, 269.6, 282.56, 164.38]","[41.46, 100.57, 97.92, 183.54, 173.81, 163.42, 187.01]",Junction Track,No,100
TK0164,JN0910,JN0394,125.53,7,"[70.43, 76.47, 109.85, 102.63, 75.51, 94.55]","[54.39, 68.71]",Double Line,Yes,140
TK0165,JN0476,JN0298,34.54,4,[26.51],[],Yard Track,Yes,80
TK0166,JN0198,JN0704,299.75,5,"[195.18, 123.94, 170.08, 162.9, 175.3, 44.01, 209.38, 43.48, 4.38, 187.28, 35.04, 230.93, 259.57, 283.18]","[199.18, 144.48, 105.6, 147.15, 57.06]",Yard Track,Yes,160
TK0167,JN0656,JN0056,135.71,3,"[0.99, 35.76, 27.12, 1.9, 99.39, 94.11]","[107.53, 34.84]",Junction Track,Yes,80
TK0168,JN0812,JN0564,286.12,2,"[32.8, 223.47, 206.2, 187.65, 44.38, 76.68, 112.5, 80.09, 65.18, 230.43, 182.61, 161.79, 64.65, 262.68]","[54.7, 227.45, 276.59, 208.04, 284.08]",Single Line,Yes,100
TK0169,JN0193,JN0956,165.66,5,"[18.99, 138.42, 105.95, 56.66, 19.52, 15.16, 55.58, 23.25]","[44.35, 8.77, 98.57]",Double Line,Yes,160
TK0170,JN0465,JN0163,400.0,4,"[311.74, 94.06, 301.45, 346.15, 351.45, 313.47, 163.21, 392.72, 151.84, 255.45, 64.43, 392.18, 281.59, 301.35, 26.31, 305.37, 309.89, 268.71, 116.76]","[195.88, 44.17, 188.63, 97.53, 139.64, 65.04, 92.02]",Junction Track,Yes,120
TK0171,JN0688,JN0437,178.97,5,"[164.99, 31.98, 52.9, 174.64, 66.43, 4.04, 26.42, 4.71]","[177.17, 49.91, 165.29]",Yard Track,No,100
TK0172,JN0430,JN0219,130.9,3,"[53.17, 79.35, 57.45, 122.27, 70.0, 90.81]","[117.35, 19.23]",Loop,Yes,100
TK0173,JN0448,JN0912,228.31,4,"[96.62, 224.32, 35.78, 123.48, 22.57, 72.72, 120.44, 216.13, 89.32, 14.82, 88.62]","[33.27, 52.51, 141.12, 15.39]",Junction Track,Yes,120
TK0174,JN0981,JN0742,491.84,3,"[382.94, 160.17, 233.63, 191.06, 168.48, 10.75, 177.07, 437.49, 339.57, 71.53, 290.76, 438.84, 344.31, 73.13, 426.84, 148.31, 223.33, 258.78, 418.32, 458.21, 457.24, 3.91, 453.43, 26.75]","[130.72, 253.29, 236.05, 297.42, 235.81, 459.57, 118.31, 134.78, 452.86]",Loop,Yes,100
TK0175,JN0696,JN0655,243.0,5,"[207.19, 34.03, 97.4, 18.29, 132.49, 162.75, 228.72, 179.66, 131.49, 226.63, 116.26, 136.37]","[144.85, 99.63, 203.75, 45.0]",Junction Track,Yes,80
TK0176,JN0395,JN0866,442.54,3,"[349.33, 315.23, 104.06, 280.53, 284.67, 180.03, 218.18, 307.14, 421.34, 130.68, 109.03, 266.32, 57.88, 257.79, 39.32, 217.1, 274.56, 31.03, 91.58, 148.42, 163.12, 299.2]","[234.11, 169.1, 199.44, 5.74, 340.99, 18.15, 367.01, 239.41]",Loop,Yes,80
TK0177,JN0005,JN0526,366.1,5,"[321.67, 14.89, 295.57, 249.11, 331.22, 328.57, 19.46, 223.12, 45.64, 28.73, 164.12, 35.73, 266.49, 354.73, 208.53, 86.1, 308.7, 312.32]","[268.28, 225.2, 317.7, 59.78, 341.06, 346.78, 319.24]",Loop,Yes,140
TK0178,JN0397,JN0986,299.49,1,"[212.01, 54.7, 34.81, 251.09, 232.58, 98.01, 197.12, 37.18, 151.86, 5.61, 117.28, 22.41, 142.3, 126.29]","[133.09, 13.58, 108.3, 226.56, 110.49]",Single Line,No,120
TK0179,JN0918,JN0614,475.59,5,"[389.02, 118.72, 443.37, 441.05, 95.37, 125.45, 333.2, 452.63, 337.61, 211.59, 80.37, 219.25, 288.57, 157.4, 242.67, 61.93, 215.06, 43.17, 23.35, 407.69, 97.53, 273.54, 70.85]","[124.85, 171.85, 68.33, 21.86, 417.17, 5.63, 29.16, 382.88, 134.12]",Loop,No,100
TK0180,JN0801,JN0673,494.37,9,"[454.3, 40.08, 451.97, 242.64, 221.52, 481.18, 489.62, 321.43, 62.84, 250.24, 261.6, 254.33, 281.54, 9.26, 351.61, 352.19, 57.09, 281.91, 280.98, 337.39, 42.22, 309.73, 138.8, 250.65]","[382.31, 348.85, 58.78, 292.27, 479.11, 77.5, 421.66, 347.32, 382.65]",Double Line,Yes,80
TK0181,JN0714,JN0029,286.07,5,"[35.71, 227.88, 183.59, 250.23, 224.52, 32.07, 109.01, 221.58, 119.39, 278.17, 210.47, 4.43, 251.74, 28.84]","[40.2, 210.12, 247.44, 153.43, 82.69]",Junction Track,Yes,120
TK0182,JN0645,JN0281,134.26,3,"[120.89, 41.23, 25.07, 112.59, 99.59, 124.97]","[22.22, 19.37]",Loop,Yes,160
TK0183,JN0428,JN0385,301.49,4,"[227.8, 121.03, 103.42, 153.49, 213.74, 171.65, 241.92, 189.75, 237.56, 210.07, 58.22, 15.78, 272.36, 285.1, 219.16]","[218.34, 81.45, 163.54, 299.15, 258.12, 91.77]",Yard Track,Yes,160
TK0184,JN0145,JN0827,188.72,1,"[22.6, 30.82, 120.92, 153.51, 65.95, 112.35, 32.2, 58.76, 3.83]","[144.99, 75.68, 154.02]",Single Line,No,80
TK0185,JN0573,JN0291,96.63,8,"[53.71, 78.07, 24.84, 56.08]",[32.79],Double Line,Yes,120
TK0186,JN0129,JN0817,497.27,6,"[117.34, 141.62, 55.62, 314.04, 120.54, 138.05, 446.67, 232.29, 194.99, 359.96, 452.32, 12.45, 222.9, 303.72, 158.41, 384.09, 483.09, 469.14, 132.26, 112.55, 476.13, 228.06, 103.58, 351.57]","[141.43, 132.89, 437.22, 80.8, 32.02, 133.86, 301.82, 61.21, 234.51]",Double Line,Yes,140
TK0187,JN0761,JN0990,409.59,1,"[271.15, 225.93, 112.24, 326.15, 71.01, 370.67, 390.17, 149.73, 154.08, 304.44, 186.89, 11.72, 376.77, 176.43, 83.35, 227.59, 89.66, 84.38, 223.52, 160.17]","[234.69, 408.29, 351.84, 3.14, 20.71, 249.88, 256.51, 359.7]",Single Line,Yes,140
TK0188,JN0506,JN0086,461.8,9,"[73.39, 229.51, 41.61, 434.89, 294.65, 394.48, 461.01, 84.35, 320.55, 409.61, 265.97, 295.41, 188.26, 311.6, 182.68, 220.1, 47.52, 3.61, 25.47, 88.91, 210.86, 9.7, 72.01]","[360.87, 351.97, 364.7, 425.57, 54.99, 75.34, 154.03, 422.61, 358.11]",Double Line,Yes,80
TK0189,JN0220,JN0216,132.13,4,"[82.67, 19.61, 89.81, 13.86, 115.23, 68.26]","[50.89, 7.53]",Loop,Yes,120
TK0190,JN0674,JN0661,201.85,2,"[86.43, 116.78, 93.45, 34.03, 3.75, 123.09, 185.87, 21.47, 42.58, 74.73]","[163.25, 54.35, 178.05, 11.09]",Loop,No,80
TK0191,JN0793,JN0881,187.01,4,"[58.02, 121.14, 11.45, 91.52, 25.04, 153.3, 71.19, 98.66, 5.48]","[10.9, 126.24, 143.39]",Loop,No,160
TK0192,JN0451,JN0416,189.04,1,"[18.53, 143.13, 168.13, 135.49, 152.29, 187.36, 25.47, 182.45, 113.65]","[153.74, 122.91, 107.76]",Single Line,No,160
TK0193,JN0279,JN0756,62.07,4,"[59.66, 15.25, 0.56]",[26.93],Junction Track,Yes,140
TK0194,JN0004,JN0630,134.62,2,"[57.86, 19.95, 6.4, 86.32, 8.67, 98.79]","[72.57, 26.73]",Single Line,Yes,80
TK0195,JN0035,JN0249,27.27,5,[4.06],[],Double Line,No,80
TK0196,JN0756,JN0735,242.28,4,"[1.06, 77.73, 21.76, 95.45, 144.83, 89.05, 170.83, 179.64, 168.77, 226.95, 57.49, 45.9]","[147.72, 144.13, 123.59, 1.05]",Loop,Yes,140
TK0197,JN0919,JN0545,174.33,9,"[24.38, 69.45, 86.22, 109.73, 88.01, 93.57, 4.2, 44.21]","[54.16, 172.08, 51.53]",Double Line,No,80
TK0198,JN0955,JN0984,127.57,5,"[122.1, 88.15, 113.15, 57.79, 98.44, 107.55]","[90.69, 64.78]",Double Line,Yes,80
TK0199,JN0898,JN0953,405.74,3,"[195.91, 348.83, 199.77, 224.1, 81.92, 322.3, 145.61, 388.13, 403.19, 371.66, 34.44, 135.19, 383.48, 326.43, 369.71, 232.31, 194.92, 43.21, 340.61, 302.34]","[23.89, 84.97, 226.11, 277.69, 55.86, 99.34, 78.35, 89.26]",Loop,No,140
TK0200,JN0085,JN0784,335.43,4,"[257.33, 328.19, 234.26, 139.79, 240.29, 302.15, 43.19, 88.99, 308.36, 317.39, 162.39, 125.63, 94.85, 167.29, 313.47, 50.25]","[140.82, 305.78, 117.1, 257.64, 130.57, 269.99]",Yard Track,No,140
TK0201,JN0653,JN0644,268.78,1,"[130.56, 81.55, 84.4, 132.37, 53.9, 191.13, 144.15, 241.38, 217.87, 86.67, 135.95, 201.72, 51.93]","[8.49, 229.08, 36.97, 239.05, 245.56]",Single Line,Yes,120
TK0202,JN0262,JN0487,363.48,2,"[28.54, 211.76, 232.62, 0.31, 356.18, 147.78, 188.04, 70.81, 222.05, 294.64, 212.96, 286.43, 265.74, 86.38, 158.41, 54.02, 15.24, 22.92]","[342.58, 357.86, 34.52, 121.83, 41.59, 303.22, 180.39]",Loop,Yes,80
TK0203,JN0056,JN0472,316.63,4,"[5.58, 141.12, 287.45, 96.66, 62.05, 293.21, 33.39, 16.4, 278.45, 221.93, 133.64, 238.22, 234.76, 12.68, 214.12]","[202.92, 305.16, 306.06, 119.62, 186.76, 44.76]",Junction Track,Yes,140
TK0204,JN0902,JN0248,458.06,5,"[363.9, 335.28, 35.29, 364.83, 421.15, 27.23, 183.99, 452.73, 274.49, 235.25, 81.28, 259.03, 201.11, 58.38, 212.69, 75.31, 334.69, 445.99, 215.1, 289.66, 197.41, 63.42]","[444.58, 59.36, 51.13, 210.33, 301.81, 162.58, 88.18, 375.14, 166.32]",Junction Track,Yes,80
TK0205,JN0588,JN0761,335.8,5,"[192.52, 231.23, 109.52, 206.04, 17.51, 33.34, 235.65, 123.6, 225.44, 279.29, 286.31, 57.81, 163.3, 246.45, 259.91, 263.5]","[76.62, 64.65, 198.13, 248.86, 107.17, 35.16]",Double Line,No,140
TK0206,JN0833,JN0396,180.04,4,"[106.7, 64.53, 3.72, 17.45, 52.3, 118.77, 17.74, 100.94, 21.58]","[38.1, 31.0, 12.1]",Yard Track,Yes,120
TK0207,JN0898,JN0791,431.91,5,"[132.36, 330.78, 132.06, 176.4, 130.26, 34.65, 405.75, 236.92, 340.27, 284.35, 222.11, 38.73, 277.6, 67.11, 178.97, 271.72, 337.85, 295.88, 290.04, 64.37, 149.5]","[18.53, 310.75, 411.43, 114.07, 37.88, 205.4, 370.01, 238.4]",Double Line,Yes,160
TK0208,JN0662,JN0491,24.85,2,[11.2],[],Junction Track,Yes,160
TK0209,JN0286,JN0938,479.01,1,"[301.74, 264.19, 388.9, 254.67, 168.91, 116.28, 40.84, 256.09, 425.52, 246.57, 354.04, 142.95, 214.66, 155.49, 52.34, 199.74, 366.1, 189.2, 311.45, 363.39, 154.6, 382.02, 162.35]","[122.68, 106.55, 95.76, 353.09, 425.13, 110.48, 40.83, 150.3, 315.12]",Single Line,Yes,120
TK0210,JN0294,JN0504,197.26,1,"[58.77, 192.97, 40.05, 21.88, 148.11, 138.54, 160.01, 67.78, 183.61]","[23.57, 5.97, 59.29]",Single Line,No,120
TK0211,JN0161,JN0795,34.34,8,[15.8],[],Double Line,Yes,140
TK0212,JN0195,JN0525,82.09,2,"[39.54, 55.06, 40.67, 74.93]",[49.97],Yard Track,Yes,160
TK0213,JN0398,JN0459,359.31,2,"[301.77, 232.75, 255.18, 228.52, 339.98, 74.38, 355.38, 298.57, 211.63, 238.0, 233.13, 20.98, 78.34, 345.47, 192.01, 135.95, 273.81]","[188.47, 4.73, 264.54, 263.1, 59.34, 343.74, 80.45]",Single Line,Yes,140
TK0214,JN0406,JN0467,158.02,2,"[130.68, 1.51, 126.09, 90.3, 155.82, 93.14, 8.75]","[8.0, 139.56, 132.93]",Single Line,Yes,140
TK0215,JN0130,JN0068,475.23,5,"[211.06, 363.6, 6.0, 13.66, 81.16, 100.23, 363.06, 335.84, 292.78, 420.51, 117.45, 429.8, 432.21, 206.37, 44.86, 345.28, 160.12, 377.77, 77.79, 256.39, 241.45, 47.67, 172.67]","[40.28, 220.86, 400.57, 128.41, 363.49, 87.17, 320.18, 435.09, 153.94]",Loop,No,160
TK0216,JN0045,JN0469,227.73,3,"[6.38, 136.6, 181.44, 171.15, 18.1, 216.4, 160.11, 216.14, 74.95, 158.03, 195.83]","[86.64, 219.73, 60.35, 71.87]",Junction Track,No,80
TK0217,JN0004,JN0681,72.51,1,"[37.52, 61.15, 31.64]",[31.42],Single Line,No,80
TK0218,JN0550,JN0203,305.82,2,"[143.18, 214.92, 304.19, 201.56, 242.84, 8.45, 247.85, 91.74, 38.75, 34.66, 207.92, 305.09, 203.74, 80.23, 62.18]","[160.85, 19.89, 122.12, 203.75, 295.93, 130.17]",Loop,Yes,160
TK0219,JN0612,JN0061,315.67,2,"[127.79, 309.84, 49.89, 211.95, 74.87, 157.88, 252.69, 154.23, 254.26, 134.58, 315.46, 137.58, 47.15, 126.86, 234.41]","[267.66, 145.24, 187.66, 266.7, 256.81, 207.62]",Junction Track,No,80
TK0220,JN0760,JN0835,490.01,1,"[223.29, 162.19, 349.19, 250.47, 78.58, 438.29, 143.53, 358.26, 382.16, 471.95, 244.27, 301.76, 164.09, 332.31, 227.06, 214.45, 419.18, 24.58, 432.17, 417.52, 248.12, 240.2, 177.29, 487.15]","[54.47, 289.21, 334.03, 457.83, 382.3, 315.49, 57.24, 183.13, 68.03]",Single Line,No,160
TK0221,JN0900,JN0608,327.87,4,"[172.04, 284.24, 205.5, 194.61, 10.16, 91.11, 164.61, 192.56, 206.7, 234.83, 215.16, 278.22, 96.87, 210.35, 16.77, 157.44]","[87.88, 124.88, 116.28, 19.81, 153.0, 326.11]",Yard Track,Yes,160
TK0222,JN0199,JN0815,165.99,5,"[9.73, 1.92, 116.05, 46.36, 55.45, 90.76, 17.0, 106.68]","[53.97, 105.02, 138.43]",Loop,Yes,80
TK0223,JN0396,JN0395,376.13,4,"[227.4, 151.92, 291.21, 227.9, 186.0, 343.41, 141.85, 82.74, 228.73, 234.72, 165.16, 183.03, 360.92, 275.59, 41.6, 79.79, 366.95, 273.25]","[344.18, 114.29, 279.04, 268.56, 110.84, 207.18, 235.99]",Loop,Yes,100
TK0224,JN0296,JN0842,37.67,1,[14.37],[],Single Line,No,140
TK0225,JN0690,JN0573,115.77,4,"[80.07, 38.89, 30.18, 110.74, 89.94]","[91.12, 72.21]",Loop,No,160
TK0226,JN0141,JN0975,480.76,5,"[405.24, 252.28, 17.3, 14.26, 291.1, 157.68, 275.31, 78.67, 373.48, 413.8, 427.5, 146.19, 317.65, 134.15, 366.7, 57.94, 366.7, 211.4, 411.31, 355.25, 181.01, 434.38, 136.22, 464.89]","[368.84, 476.27, 25.91, 131.74, 356.37, 443.38, 13.83, 0.0, 123.19]",Loop,No,80
TK0227,JN0127,JN0365,168.77,5,"[40.16, 125.84, 75.33, 114.53, 143.85, 90.42, 56.7, 129.88]","[44.76, 150.46, 12.05]",Junction Track,No,120
TK0228,JN0314,JN0546,184.81,2,"[14.32, 131.82, 98.97, 3.04, 46.45, 170.35, 171.15, 147.64, 181.44]","[149.06, 1.89, 53.2]",Loop,Yes,120
TK0229,JN0389,JN0937,424.53,2,"[264.45, 188.89, 308.1, 141.51, 404.86, 29.13, 272.1, 329.98, 199.16, 320.51, 393.5, 315.85, 131.34, 238.52, 387.0, 190.65, 289.4, 197.62, 51.51, 24.88, 404.27]","[260.04, 44.07, 364.01, 221.9, 327.71, 53.81, 385.01, 250.7]",Single Line,No,160
TK0230,JN0737,JN0626,442.66,2,"[82.04, 312.99, 18.93, 87.51, 149.89, 351.7, 349.69, 421.68, 405.82, 36.08, 367.35, 199.72, 383.3, 39.52, 364.21, 70.67, 147.78, 12.77, 54.77, 197.31, 362.25, 342.48]","[104.16, 67.15, 172.31, 390.99, 40.47, 240.33, 39.31, 208.15]",Loop,Yes,100
TK0231,JN0402,JN0125,131.35,5,"[67.26, 109.12, 56.12, 55.47, 33.28, 107.48]","[129.49, 33.67]",Double Line,Yes,160
TK0232,JN0506,JN0386,480.05,4,"[430.61, 423.45, 203.87, 203.34, 77.35, 123.59, 444.37, 67.7, 465.03, 242.3, 219.19, 83.84, 317.57, 220.75, 177.94, 126.98, 31.92, 249.3, 150.21, 339.81, 347.33, 159.43, 321.21, 124.18]","[349.08, 7.72, 72.78, 117.62, 371.05, 31.86, 90.28, 172.16, 4.4]",Junction Track,No,160
TK0233,JN0140,JN0157,20.36,4,[19.86],[],Yard Track,Yes,80
