Signal_ID,Location,Track_ID,Position_KM,Initial_State,Red_Time_Sec,Yellow_Time_Sec,Green_Time_Sec,Controlled_Tracks,Signal_Type,Last_Maintenance
SG0199,JN0754-JN0949,TK2725,48.79,Yellow,130,9,219,"[""TK2725"", ""TK0671"", ""TK0709""]",Manual,2025-01-06 17:37:29.726289
SG0200,JN0179-JN0130,TK2856,161.95,Yellow,83,12,244,"[""TK2856""]",Manual,2025-06-27 17:37:29.727234
SG0201,JN0800-JN0100,TK1132,249.39,Yellow,144,12,289,"[""TK1132""]",Manual,2025-05-21 17:37:29.728501
SG0202,JN0203-JN0510,TK0764,212.23,Yellow,167,14,261,"[""TK0764""]",Manual,2025-05-15 17:37:29.729507
SG0203,JN0298-JN0864,TK2208,142.29,Yellow,149,5,97,"[""TK2208""]",Automatic,2025-07-04 17:37:29.730414
SG0204,JN0138-JN0083,TK1103,12.13,Red,105,13,166,"[""TK1103""]",Semi-Automatic,2025-09-10 17:37:29.731471
SG0205,JN0659-JN0270,TK0020,229.87,Red,144,7,223,"[""TK0020""]",Manual,2025-07-20 17:37:29.732758
SG0206,JN0440-JN0396,TK2816,19.59,Yellow,60,6,286,"[""TK2816""]",Manual,2025-08-25 17:37:29.734017
SG0207,JN0400-JN0649,TK2760,136.73,Green,68,8,139,"[""TK2760""]",Automatic,2025-04-20 17:37:29.735267
SG0208,JN0060-JN0772,TK2242,14.92,Green,77,9,257,"[""TK2242""]",Automatic,2024-09-19 17:37:29.736575
SG0209,JN0848-JN0088,TK0618,195.55,Green,76,5,118,"[""TK0618""]",Semi-Automatic,2025-03-09 17:37:29.737844
SG0210,JN0419-JN0523,TK2117,123.45,Green,130,10,184,"[""TK2117"", ""TK2771""]",Semi-Automatic,2025-08-12 17:37:29.739860
SG0211,JN0754-JN0186,TK2276,65.63,Green,161,9,129,"[""TK2276""]",Manual,2025-02-18 17:37:29.741221
SG0212,JN0259-JN0613,TK0717,82.84,Red,102,13,203,"[""TK0717""]",Automatic,2025-02-07 17:37:29.742460
SG0213,JN0181-JN0726,TK2192,58.09,Yellow,101,14,123,"[""TK2192""]",Manual,2024-11-16 17:37:29.743284
SG0214,JN0369-JN0727,TK1343,5.65,Green,146,5,166,"[""TK1343""]",Semi-Automatic,2025-05-11 17:37:29.744623
SG0215,JN0429-JN0523,TK2144,59.47,Green,138,8,258,"[""TK2144""]",Semi-Automatic,2025-01-06 17:37:29.745571
SG0216,JN0177-JN0474,TK2314,126.33,Green,123,13,129,"[""TK2314"", ""TK1691"", ""TK1972""]",Automatic,2025-08-23 17:37:29.747726
SG0217,JN0503-JN0506,TK1389,51.49,Green,70,10,114,"[""TK1389""]",Manual,2025-02-15 17:37:29.749343
SG0218,JN0048-JN0351,TK1723,182.27,Yellow,132,7,150,"[""TK1723"", ""TK0161"", ""TK1419""]",Semi-Automatic,2025-09-06 17:37:29.751339
SG0219,JN0034-JN0405,TK1536,71.82,Green,96,10,127,"[""TK1536"", ""TK2623"", ""TK0382""]",Automatic,2025-06-28 17:37:29.752956
SG0220,JN0042-JN0699,TK2112,267.28,Yellow,63,12,228,"[""TK2112""]",Semi-Automatic,2025-01-01 17:37:29.753784
SG0221,JN0680-JN0872,TK0590,42.51,Red,158,12,175,"[""TK0590"", ""TK1855"", ""TK1974""]",Automatic,2024-11-13 17:37:29.754998
SG0222,JN0377-JN0657,TK1351,81.83,Green,161,12,151,"[""TK1351""]",Automatic,2024-11-18 17:37:29.755783
SG0223,JN0958-JN0052,TK2628,20.69,Green,171,6,96,"[""TK2628"", ""TK0066""]",Semi-Automatic,2025-06-09 17:37:29.756963
SG0224,JN0432-JN0665,TK1361,35.77,Green,179,9,146,"[""TK1361"", ""TK0136""]",Manual,2025-08-18 17:37:29.758152
SG0225,JN0427-JN0481,TK1792,90.11,Yellow,139,12,187,"[""TK1792"", ""TK1779""]",Automatic,2025-02-14 17:37:29.759336
SG0226,JN0397-JN0986,TK0178,192.23,Yellow,125,14,279,"[""TK0178""]",Manual,2024-10-29 17:37:29.760102
SG0227,JN0157-JN0266,TK0253,70.95,Yellow,127,13,299,"[""TK0253""]",Automatic,2024-12-19 17:37:29.760849
SG0228,JN0005-JN0215,TK1413,181.82,Yellow,143,8,90,"[""TK1413""]",Manual,2025-05-02 17:37:29.761628
SG0229,JN0987-JN0524,TK2320,131.65,Red,121,12,149,"[""TK2320""]",Automatic,2025-02-10 17:37:29.762449
SG0230,JN0516-JN0165,TK2163,110.22,Red,62,11,155,"[""TK2163""]",Automatic,2025-04-27 17:37:29.763240
SG0231,JN0843-JN0392,TK0097,480.74,Yellow,124,14,285,"[""TK0097""]",Semi-Automatic,2025-03-13 17:37:29.764064
SG0232,JN0774-JN0383,TK1326,9.69,Yellow,148,14,163,"[""TK1326""]",Automatic,2025-05-23 17:37:29.764862
SG0233,JN0505-JN0835,TK1660,161.92,Green,120,13,120,"[""TK1660""]",Automatic,2025-07-07 17:37:29.765664
SG0234,JN0326-JN0549,TK1841,105.06,Yellow,113,12,125,"[""TK1841""]",Automatic,2025-01-14 17:37:29.766452
SG0235,JN0890-JN0666,TK2533,72.27,Green,155,5,295,"[""TK2533""]",Semi-Automatic,2025-01-16 17:37:29.767233
SG0236,JN0038-JN0676,TK2151,455.41,Red,147,11,194,"[""TK2151""]",Manual,2025-02-26 17:37:29.768016
SG0237,JN0002-JN0701,TK2800,58.11,Yellow,165,9,247,"[""TK2800""]",Manual,2024-09-30 17:37:29.768807
SG0238,JN0896-JN0538,TK0567,9.62,Red,115,13,241,"[""TK0567"", ""TK0368""]",Semi-Automatic,2024-09-30 17:37:29.770029
SG0239,JN0350-JN0100,TK1046,11.64,Yellow,115,14,91,"[""TK1046"", ""TK1350"", ""TK1289""]",Automatic,2024-12-18 17:37:29.771247
SG0240,JN0560-JN0862,TK0415,64.91,Green,151,9,164,"[""TK0415""]",Automatic,2024-11-26 17:37:29.772046
SG0241,JN0097-JN0821,TK0400,146.11,Red,157,6,93,"[""TK0400""]",Manual,2025-01-18 17:37:29.772848
SG0242,JN0185-JN0323,TK1963,414.04,Green,173,12,220,"[""TK1963""]",Manual,2024-09-30 17:37:29.773639
SG0243,JN0970-JN0458,TK0067,150.46,Yellow,76,6,186,"[""TK0067""]",Automatic,2024-12-12 17:37:29.774403
SG0244,JN0490-JN0085,TK2264,4.33,Red,89,14,225,"[""TK2264"", ""TK1802""]",Semi-Automatic,2024-12-24 17:37:29.775628
SG0245,JN0608-JN0323,TK0526,24.42,Red,108,13,249,"[""TK0526"", ""TK0785"", ""TK2800""]",Manual,2025-07-12 17:37:29.776850
SG0246,JN0571-JN0696,TK0127,234.47,Green,119,10,282,"[""TK0127""]",Semi-Automatic,2024-11-19 17:37:29.777951
SG0247,JN0278-JN0016,TK0062,81.08,Yellow,64,12,212,"[""TK0062""]",Automatic,2025-07-08 17:37:29.778834
SG0248,JN0797-JN0919,TK0059,67.96,Red,146,7,242,"[""TK0059""]",Automatic,2025-08-18 17:37:29.779651
SG0249,JN0214-JN0451,TK0405,135.41,Green,135,8,95,"[""TK0405"", ""TK2066"", ""TK0908""]",Semi-Automatic,2025-02-21 17:37:29.780923
SG0250,JN0152-JN0784,TK0685,50.61,Red,90,12,286,"[""TK0685""]",Manual,2025-01-22 17:37:29.781719
SG0251,JN0981-JN0183,TK2997,138.09,Red,81,6,119,"[""TK2997"", ""TK0881"", ""TK1984""]",Manual,2025-02-13 17:37:29.782931
SG0252,JN0236-JN0225,TK2287,55.8,Green,113,12,136,"[""TK2287""]",Manual,2024-12-20 17:37:29.783713
SG0253,JN0026-JN0507,TK2044,32.56,Red,170,14,203,"[""TK2044"", ""TK1617"", ""TK0502""]",Semi-Automatic,2025-08-13 17:37:29.784924
SG0254,JN0505-JN0329,TK0603,29.43,Green,127,10,296,"[""TK0603"", ""TK0797""]",Manual,2025-01-22 17:37:29.786134
SG0255,JN0397-JN0489,TK1887,49.58,Red,126,13,200,"[""TK1887"", ""TK1139"", ""TK0544""]",Semi-Automatic,2024-12-31 17:37:29.787351
SG0256,JN0201-JN0599,TK1549,198.65,Yellow,150,12,157,"[""TK1549""]",Semi-Automatic,2025-04-04 17:37:29.788140
SG0257,JN0539-JN0784,TK0841,36.0,Red,124,5,178,"[""TK0841""]",Automatic,2025-06-16 17:37:29.788924
SG0258,JN0303-JN0725,TK1928,254.48,Yellow,62,5,103,"[""TK1928""]",Automatic,2025-08-21 17:37:29.789706
SG0259,JN0594-JN0804,TK2133,109.51,Yellow,137,14,185,"[""TK2133""]",Manual,2025-03-08 17:37:29.790479
SG0260,JN0579-JN0315,TK2766,396.75,Green,160,6,125,"[""TK2766"", ""TK0880"", ""TK1600""]",Automatic,2024-12-20 17:37:29.791715
SG0261,JN0550-JN0759,TK0972,61.81,Red,143,10,148,"[""TK0972""]",Manual,2024-12-10 17:37:29.792519
SG0262,JN0302-JN0148,TK0543,179.01,Red,60,6,126,"[""TK0543"", ""TK2340"", ""TK2228""]",Manual,2025-05-29 17:37:29.793761
SG0263,JN0521-JN0746,TK0318,129.68,Yellow,153,5,242,"[""TK0318""]",Automatic,2025-06-06 17:37:29.794553
SG0264,JN0285-JN0834,TK1993,279.13,Yellow,116,13,230,"[""TK1993""]",Semi-Automatic,2025-07-15 17:37:29.795323
SG0265,JN0627-JN0502,TK0539,165.74,Red,63,12,127,"[""TK0539""]",Semi-Automatic,2025-07-05 17:37:29.796173
SG0266,JN0129-JN0817,TK0186,14.29,Red,173,11,134,"[""TK0186""]",Semi-Automatic,2025-05-17 17:37:29.796987
SG0267,JN0337-JN0204,TK1355,66.9,Red,177,8,259,"[""TK1355""]",Automatic,2025-03-11 17:37:29.797781
SG0268,JN0428-JN0192,TK1785,198.42,Yellow,114,5,149,"[""TK1785""]",Manual,2024-12-12 17:37:29.798562
SG0269,JN0933-JN0707,TK2416,21.99,Yellow,143,13,254,"[""TK2416"", ""TK1946"", ""TK2943""]",Automatic,2025-08-23 17:37:29.799782
SG0270,JN0418-JN0207,TK1289,182.32,Yellow,91,9,188,"[""TK1289""]",Semi-Automatic,2025-01-09 17:37:29.800576
SG0271,JN0154-JN0048,TK2577,348.61,Yellow,60,13,210,"[""TK2577""]",Semi-Automatic,2025-08-08 17:37:29.801343
SG0272,JN0641-JN0570,TK0663,12.7,Red,127,14,134,"[""TK0663""]",Manual,2025-06-17 17:37:29.802122
SG0273,JN0985-JN0280,TK0581,221.85,Yellow,134,8,111,"[""TK0581""]",Manual,2025-05-19 17:37:29.802889
SG0274,JN0445-JN0321,TK0419,19.74,Red,121,9,114,"[""TK0419""]",Semi-Automatic,2024-12-15 17:37:29.803655
SG0275,JN0361-JN0747,TK2455,7.59,Green,110,8,118,"[""TK2455""]",Automatic,2025-05-07 17:37:29.804427
SG0276,JN0853-JN0136,TK0493,1.09,Red,100,6,224,"[""TK0493"", ""TK0586""]",Semi-Automatic,2025-03-20 17:37:29.805671
SG0277,JN0286-JN0517,TK1491,8.91,Red,81,8,204,"[""TK1491""]",Automatic,2024-11-20 17:37:29.806461
SG0278,JN0131-JN0530,TK2994,200.98,Yellow,93,10,127,"[""TK2994"", ""TK2506""]",Manual,2025-07-14 17:37:29.807685
SG0279,JN0535-JN0072,TK2661,7.76,Green,142,5,98,"[""TK2661""]",Semi-Automatic,2025-09-15 17:37:29.808469
SG0280,JN0432-JN0401,TK0453,445.13,Red,102,6,260,"[""TK0453""]",Manual,2025-04-22 17:37:29.809310
SG0281,JN0108-JN0607,TK1753,297.2,Yellow,152,11,174,"[""TK1753""]",Automatic,2024-10-07 17:37:29.810110
SG0282,JN0243-JN0426,TK1129,57.34,Yellow,155,8,143,"[""TK1129""]",Automatic,2024-12-07 17:37:29.810907
SG0283,JN0388-JN0571,TK0289,458.45,Yellow,117,10,152,"[""TK0289"", ""TK1818"", ""TK0821""]",Semi-Automatic,2025-06-28 17:37:29.812131
SG0284,JN0208-JN0861,TK0571,46.13,Green,68,12,176,"[""TK0571""]",Semi-Automatic,2025-02-10 17:37:29.812926
SG0285,JN0482-JN0904,TK2726,138.53,Red,176,5,228,"[""TK2726"", ""TK2081""]",Automatic,2024-11-25 17:37:29.814139
SG0286,JN0296-JN0600,TK2968,204.06,Red,118,5,167,"[""TK2968""]",Semi-Automatic,2025-06-29 17:37:29.814943
SG0287,JN0335-JN0531,TK0511,39.59,Green,81,5,118,"[""TK0511"", ""TK0881"", ""TK2086""]",Semi-Automatic,2025-05-21 17:37:29.816178
SG0288,JN0189-JN0500,TK2232,11.05,Yellow,146,11,106,"[""TK2232"", ""TK2161"", ""TK0764""]",Manual,2024-12-23 17:37:29.817401
SG0289,JN0522-JN0847,TK2195,212.58,Green,71,9,180,"[""TK2195""]",Semi-Automatic,2025-01-08 17:37:29.818191
SG0290,JN0274-JN0113,TK0963,11.78,Green,60,7,276,"[""TK0963"", ""TK1091"", ""TK1511""]",Automatic,2025-07-23 17:37:29.819412
SG0291,JN0876-JN0189,TK0914,16.79,Yellow,86,11,156,"[""TK0914""]",Automatic,2025-04-17 17:37:29.820199
SG0292,JN0763-JN0890,TK1493,159.79,Yellow,138,12,95,"[""TK1493"", ""TK0637"", ""TK2399""]",Automatic,2024-10-31 17:37:29.821406
SG0293,JN0326-JN0549,TK1841,74.41,Yellow,141,10,90,"[""TK1841""]",Manual,2025-07-10 17:37:29.822196
SG0294,JN0022-JN0639,TK2788,50.2,Yellow,112,6,264,"[""TK2788"", ""TK1623""]",Manual,2025-07-03 17:37:29.823420
SG0295,JN0362-JN0662,TK0369,52.69,Yellow,131,7,162,"[""TK0369""]",Semi-Automatic,2025-04-25 17:37:29.824208
SG0296,JN0790-JN0392,TK2060,13.06,Red,151,10,212,"[""TK2060""]",Manual,2025-04-12 17:37:29.825009
SG0297,JN0704-JN0552,TK1392,142.97,Red,70,7,181,"[""TK1392""]",Semi-Automatic,2025-02-18 17:37:29.825824
SG0298,JN0337-JN0295,TK1615,288.79,Red,84,5,201,"[""TK1615""]",Automatic,2024-09-30 17:37:29.826603
SG0299,JN0190-JN0034,TK1794,27.61,Green,104,12,174,"[""TK1794""]",Automatic,2024-11-29 17:37:29.827377
SG0300,JN0120-JN0213,TK0968,288.91,Red,67,12,278,"[""TK0968""]",Automatic,2025-05-10 17:37:29.828163
SG0301,JN0827-JN0470,TK2236,55.71,Yellow,65,9,116,"[""TK2236""]",Automatic,2025-02-05 17:37:29.828965
SG0302,JN0475-JN0225,TK1557,6.36,Red,71,9,120,"[""TK1557""]",Semi-Automatic,2024-11-22 17:37:29.829764
SG0303,JN0244-JN0762,TK1640,5.15,Yellow,61,10,255,"[""TK1640""]",Semi-Automatic,2025-05-27 17:37:29.830541
SG0304,JN0890-JN0391,TK2001,117.04,Yellow,173,11,288,"[""TK2001""]",Manual,2025-01-03 17:37:29.831309
SG0305,JN0403-JN0513,TK0364,153.49,Yellow,158,5,182,"[""TK0364""]",Automatic,2025-03-10 17:37:29.832088
SG0306,JN0850-JN0304,TK2381,47.65,Green,175,9,262,"[""TK2381""]",Manual,2025-07-28 17:37:29.832867
SG0307,JN0500-JN0432,TK0668,206.97,Red,74,10,138,"[""TK0668""]",Manual,2025-08-13 17:37:29.833637
SG0308,JN0898-JN0953,TK0199,113.13,Red,98,14,145,"[""TK0199"", ""TK0150"", ""TK0498""]",Automatic,2025-08-02 17:37:29.834842
SG0309,JN0503-JN0032,TK1300,109.12,Red,91,8,90,"[""TK1300""]",Automatic,2024-12-20 17:37:29.835636
SG0310,JN0858-JN0974,TK2782,263.76,Yellow,104,9,256,"[""TK2782""]",Semi-Automatic,2024-12-09 17:37:29.836423
SG0311,JN0550-JN0828,TK2787,190.25,Green,128,13,168,"[""TK2787""]",Manual,2025-05-15 17:37:29.837196
SG0312,JN0869-JN0373,TK1601,108.14,Green,79,12,198,"[""TK1601""]",Semi-Automatic,2024-11-08 17:37:29.837957
SG0313,JN0500-JN0121,TK0073,148.43,Yellow,163,12,286,"[""TK0073""]",Automatic,2025-07-29 17:37:29.838737
SG0314,JN0140-JN0100,TK0536,97.17,Red,109,13,272,"[""TK0536""]",Semi-Automatic,2025-01-19 17:37:29.839510
SG0315,JN0732-JN0838,TK1352,181.56,Green,154,12,98,"[""TK1352"", ""TK2772""]",Semi-Automatic,2025-05-27 17:37:29.840809
SG0316,JN0937-JN0123,TK2738,148.31,Red,173,12,174,"[""TK2738"", ""TK1466""]",Semi-Automatic,2025-04-04 17:37:29.842050
SG0317,JN0335-JN0531,TK0511,82.19,Red,96,14,223,"[""TK0511""]",Semi-Automatic,2025-08-21 17:37:29.842839
SG0318,JN0905-JN0179,TK1079,58.34,Yellow,131,9,117,"[""TK1079"", ""TK2592""]",Automatic,2025-01-22 17:37:29.844059
SG0319,JN0698-JN0265,TK2587,125.76,Red,107,5,270,"[""TK2587"", ""TK2697"", ""TK0903""]",Manual,2025-05-27 17:37:29.845283
SG0320,JN0330-JN0667,TK1272,185.78,Yellow,164,10,189,"[""TK1272""]",Automatic,2025-01-20 17:37:29.846074
SG0321,JN0101-JN0624,TK2105,43.39,Yellow,91,9,213,"[""TK2105""]",Semi-Automatic,2025-06-04 17:37:29.846852
SG0322,JN0193-JN0615,TK1345,75.25,Green,123,5,167,"[""TK1345""]",Manual,2024-12-14 17:37:29.847617
SG0323,JN0912-JN0092,TK2397,0.71,Green,124,14,147,"[""TK2397""]",Manual,2025-07-01 17:37:29.848394
SG0324,JN0745-JN0065,TK0982,54.54,Red,146,7,150,"[""TK0982""]",Manual,2025-06-25 17:37:29.849164
SG0325,JN0714-JN0030,TK2047,385.46,Red,111,5,122,"[""TK2047"", ""TK0405""]",Semi-Automatic,2025-09-03 17:37:29.850358
SG0326,JN0796-JN0180,TK1758,216.01,Yellow,140,11,289,"[""TK1758"", ""TK1229""]",Semi-Automatic,2025-04-06 17:37:29.851558
SG0327,JN0988-JN0202,TK0373,10.46,Red,148,10,198,"[""TK0373"", ""TK2536"", ""TK1363""]",Manual,2024-12-29 17:37:29.852772
SG0328,JN0679-JN0702,TK1476,127.98,Green,62,5,192,"[""TK1476"", ""TK2752"", ""TK1384""]",Automatic,2025-08-26 17:37:29.853971
SG0329,JN0714-JN0030,TK2047,218.03,Yellow,66,6,175,"[""TK2047""]",Semi-Automatic,2025-06-10 17:37:29.854757
SG0330,JN0777-JN0981,TK1922,33.8,Yellow,134,7,292,"[""TK1922""]",Semi-Automatic,2024-11-03 17:37:29.855518
SG0331,JN0652-JN0289,TK1307,479.28,Red,109,13,225,"[""TK1307""]",Automatic,2025-08-15 17:37:29.856381
SG0332,JN0034-JN0495,TK0078,0.67,Yellow,143,14,146,"[""TK0078"", ""TK0751"", ""TK0743""]",Semi-Automatic,2025-06-08 17:37:29.858156
SG0333,JN0748-JN0358,TK2590,139.9,Green,70,13,169,"[""TK2590"", ""TK0976""]",Manual,2025-05-21 17:37:29.859399
SG0334,JN0169-JN0173,TK2332,85.02,Green,169,9,169,"[""TK2332""]",Semi-Automatic,2025-05-04 17:37:29.860204
SG0335,JN0259-JN0122,TK1114,104.87,Green,80,13,144,"[""TK1114""]",Semi-Automatic,2025-03-29 17:37:29.861022
SG0336,JN0577-JN0914,TK2170,52.9,Green,107,14,150,"[""TK2170"", ""TK0128"", ""TK0006""]",Manual,2025-06-19 17:37:29.862361
SG0337,JN0593-JN0939,TK2029,14.87,Yellow,70,13,261,"[""TK2029""]",Semi-Automatic,2025-05-12 17:37:29.863227
SG0338,JN0952-JN0309,TK0637,132.71,Green,81,10,158,"[""TK0637"", ""TK2922""]",Automatic,2024-12-02 17:37:29.864482
SG0339,JN0081-JN0697,TK1141,90.62,Yellow,75,7,224,"[""TK1141""]",Manual,2024-12-21 17:37:29.865278
SG0340,JN0286-JN0046,TK2357,9.62,Green,178,12,287,"[""TK2357"", ""TK1065""]",Automatic,2025-07-15 17:37:29.866539
SG0341,JN0394-JN0607,TK0601,187.21,Red,158,12,193,"[""TK0601""]",Semi-Automatic,2024-12-17 17:37:29.867349
SG0342,JN0434-JN0166,TK2134,12.36,Red,179,7,139,"[""TK2134""]",Automatic,2024-11-29 17:37:29.868127
SG0343,JN0707-JN0450,TK1522,98.24,Red,63,11,162,"[""TK1522""]",Semi-Automatic,2025-07-14 17:37:29.868919
SG0344,JN0504-JN0197,TK0484,36.64,Red,68,7,171,"[""TK0484"", ""TK2421""]",Automatic,2024-12-12 17:37:29.870143
SG0345,JN0360-JN0849,TK1424,145.79,Green,99,7,102,"[""TK1424""]",Semi-Automatic,2024-09-25 17:37:29.871001
SG0346,JN0136-JN0525,TK0516,244.37,Red,95,14,162,"[""TK0516"", ""TK0315""]",Manual,2024-10-07 17:37:29.872278
SG0347,JN0264-JN0763,TK1800,361.4,Red,170,13,287,"[""TK1800""]",Automatic,2024-11-07 17:37:29.873060
SG0348,JN0403-JN0692,TK2473,153.53,Red,73,12,134,"[""TK2473""]",Semi-Automatic,2025-03-11 17:37:29.873850
SG0349,JN0005-JN0284,TK1749,112.17,Red,151,14,250,"[""TK1749""]",Manual,2024-10-27 17:37:29.874632
SG0350,JN0126-JN0140,TK1375,158.5,Red,117,8,133,"[""TK1375""]",Automatic,2024-12-07 17:37:29.875412
SG0351,JN0605-JN0003,TK1763,36.83,Green,107,13,173,"[""TK1763""]",Automatic,2025-01-24 17:37:29.876194
SG0352,JN0341-JN0204,TK1362,3.17,Red,130,6,95,"[""TK1362""]",Automatic,2024-12-09 17:37:29.877049
SG0353,JN0526-JN0355,TK0115,35.55,Yellow,161,5,155,"[""TK0115""]",Automatic,2024-12-18 17:37:29.877846
SG0354,JN0964-JN0095,TK1619,76.41,Green,87,10,93,"[""TK1619""]",Automatic,2025-04-13 17:37:29.878634
SG0355,JN0195-JN0534,TK0399,194.97,Red,80,14,231,"[""TK0399""]",Manual,2025-03-31 17:37:29.879418
SG0356,JN0056-JN0472,TK0203,121.04,Green,112,13,187,"[""TK0203""]",Semi-Automatic,2024-10-24 17:37:29.880184
SG0357,JN0913-JN0609,TK0339,188.26,Green,157,8,209,"[""TK0339""]",Automatic,2025-08-15 17:37:29.880968
SG0358,JN0465-JN0032,TK2370,279.14,Red,69,8,183,"[""TK2370"", ""TK0366"", ""TK0884""]",Manual,2025-02-25 17:37:29.882182
SG0359,JN0732-JN0838,TK1352,114.61,Green,66,10,131,"[""TK1352""]",Semi-Automatic,2025-06-18 17:37:29.882985
SG0360,JN0445-JN0443,TK0870,21.07,Red,81,7,161,"[""TK0870""]",Manual,2024-10-21 17:37:29.883767
SG0361,JN0259-JN0605,TK0556,324.92,Red,142,7,176,"[""TK0556"", ""TK1944""]",Automatic,2025-07-31 17:37:29.884983
SG0362,JN0730-JN0651,TK0966,55.8,Green,145,10,162,"[""TK0966"", ""TK0375""]",Automatic,2024-10-08 17:37:29.886237
SG0363,JN0043-JN0946,TK0162,200.4,Green,110,8,186,"[""TK0162""]",Semi-Automatic,2024-12-05 17:37:29.887014
SG0364,JN0918-JN0614,TK0179,428.07,Yellow,156,10,289,"[""TK0179""]",Automatic,2025-03-06 17:37:29.887820
SG0365,JN0494-JN0197,TK0270,59.66,Red,115,8,276,"[""TK0270""]",Semi-Automatic,2025-08-31 17:37:29.888616
SG0366,JN0680-JN0404,TK1442,40.35,Yellow,84,9,238,"[""TK1442"", ""TK1671"", ""TK2360""]",Manual,2025-04-22 17:37:29.889833
SG0367,JN0083-JN0707,TK0028,2.18,Yellow,152,11,147,"[""TK0028"", ""TK0274""]",Manual,2025-03-16 17:37:29.891043
SG0368,JN0651-JN0868,TK1920,113.3,Yellow,143,11,191,"[""TK1920""]",Manual,2025-09-14 17:37:29.891833
SG0369,JN0222-JN0622,TK1340,167.19,Yellow,113,8,158,"[""TK1340""]",Automatic,2024-12-22 17:37:29.892627
SG0370,JN0598-JN0508,TK2601,169.77,Yellow,128,14,194,"[""TK2601""]",Automatic,2024-12-30 17:37:29.893411
SG0371,JN0203-JN0510,TK0764,64.18,Red,157,8,121,"[""TK0764""]",Semi-Automatic,2025-03-01 17:37:29.894169
SG0372,JN0039-JN0505,TK0358,20.73,Green,139,8,93,"[""TK0358""]",Manual,2025-02-23 17:37:29.894945
SG0373,JN0297-JN0130,TK2654,147.04,Green,83,10,110,"[""TK2654""]",Manual,2025-07-27 17:37:29.895724
SG0374,JN0928-JN0300,TK1856,74.95,Green,130,8,294,"[""TK1856""]",Manual,2024-11-25 17:37:29.896524
SG0375,JN0889-JN0543,TK2327,173.19,Yellow,91,9,166,"[""TK2327"", ""TK0123""]",Semi-Automatic,2025-01-13 17:37:29.897707
SG0376,JN0048-JN0822,TK1250,374.32,Green,153,11,145,"[""TK1250""]",Semi-Automatic,2025-06-17 17:37:29.898495
SG0377,JN0504-JN0197,TK0484,122.46,Yellow,107,12,297,"[""TK0484""]",Manual,2024-10-20 17:37:29.899266
SG0378,JN0822-JN0220,TK1948,159.68,Yellow,107,8,121,"[""TK1948""]",Semi-Automatic,2025-08-30 17:37:29.900039
SG0379,JN0534-JN0069,TK1186,61.6,Yellow,72,13,139,"[""TK1186""]",Automatic,2025-03-24 17:37:29.900841
SG0380,JN0699-JN0008,TK1370,231.21,Yellow,137,9,169,"[""TK1370"", ""TK2624""]",Manual,2025-08-22 17:37:29.902053
SG0381,JN0678-JN0808,TK0414,150.84,Red,77,8,93,"[""TK0414""]",Automatic,2025-09-15 17:37:29.902847
SG0382,JN0179-JN0718,TK1503,158.72,Yellow,170,5,280,"[""TK1503""]",Semi-Automatic,2025-02-02 17:37:29.903721
SG0383,JN0332-JN0918,TK2571,44.63,Yellow,166,6,268,"[""TK2571"", ""TK1476""]",Automatic,2025-03-21 17:37:29.905048
SG0384,JN0635-JN0085,TK0418,76.1,Yellow,144,11,149,"[""TK0418""]",Manual,2025-03-01 17:37:29.905851
SG0385,JN0536-JN0680,TK2018,240.07,Green,175,11,183,"[""TK2018""]",Automatic,2025-08-01 17:37:29.906693
SG0386,JN0857-JN0497,TK2710,4.2,Red,111,14,219,"[""TK2710""]",Manual,2025-04-16 17:37:29.907484
SG0387,JN0496-JN0521,TK0638,269.78,Yellow,89,8,123,"[""TK0638"", ""TK1672"", ""TK1181""]",Manual,2025-04-26 17:37:29.908818
SG0388,JN0312-JN0082,TK1258,16.37,Red,157,7,95,"[""TK1258""]",Manual,2025-05-12 17:37:29.909691
SG0389,JN0932-JN0138,TK2556,2.9,Red,125,12,274,"[""TK2556""]",Semi-Automatic,2024-12-19 17:37:29.910486
SG0390,JN0221-JN0334,TK1070,1.48,Yellow,89,9,291,"[""TK1070""]",Automatic,2025-08-25 17:37:29.911283
SG0391,JN0428-JN0385,TK0183,149.91,Red,87,14,257,"[""TK0183""]",Semi-Automatic,2025-08-09 17:37:29.912079
SG0392,JN0782-JN0968,TK2699,11.68,Green,160,13,140,"[""TK2699""]",Automatic,2025-07-29 17:37:29.912860
SG0393,JN0386-JN0919,TK1673,219.29,Green,89,14,174,"[""TK1673"", ""TK2858""]",Semi-Automatic,2025-07-27 17:37:29.914082
SG0394,JN0876-JN0732,TK0037,8.87,Red,103,9,232,"[""TK0037""]",Automatic,2025-05-18 17:37:29.914887
SG0395,JN0501-JN0594,TK1664,415.01,Yellow,101,11,181,"[""TK1664"", ""TK2955""]",Manual,2025-08-16 17:37:29.916102
SG0396,JN0576-JN0608,TK2509,104.51,Yellow,156,13,225,"[""TK2509"", ""TK0653"", ""TK1148""]",Automatic,2025-05-22 17:37:29.917333
SG0397,JN0835-JN0628,TK0665,7.18,Green,76,9,259,"[""TK0665""]",Manual,2024-09-24 17:37:29.918136
SG0398,JN0308-JN0782,TK0853,28.62,Green,147,10,171,"[""TK0853""]",Semi-Automatic,2024-12-13 17:37:29.918953
SG0399,JN0974-JN0631,TK2466,156.3,Yellow,171,6,268,"[""TK2466""]",Manual,2025-06-12 17:37:29.919744
